상품명,brand,전성분
메타그린 슬림업,퍼즐우드,"녹차추출물분말(인도산), 판토텐산칼슘, 비타민C, 치커리뿌리추출물(벨기에산), 프탈산히드록시프로필메틸셀룰로오스, 스테아린산마그네슘, 제삼인산칼슘, 글리세린초산지방산에스테르, 구아검"
메타그린 골드 플러스 패밀리기획,퍼즐우드,"녹차추출물(인도산), 은행잎추출물(인도산), 바나바잎추출물(인도산), 치커리추출물, 프탈산히드록시프로필메틸셀룰로오스, 비타민C, 발효추차추출분말, 혼합제제(히드록시프로필셀룰로오스, 히드록시프로필메틸셀룰로오스), 스테아린산마그네슘, 제삼인산칼슘, 양파추출물, 글리세린지방산에스테르, 건조효모(크롬), 코엔자임Q10, 구아검, 혼합제제(덱스트린, 에틸셀룰로스, d-토코페롤, 중쇄중성지방, 비타민D3)"
메타그린 칼로리컷 젤리,퍼즐우드,"난소화성말토덱스트린(옥수수: 외국산(러시아, 헝가리, 세르비아 등)), 가르시니아캄보지아추출물(인도산), 건조효모(크롬함유), 정제수, 말티톨시럽(감미료), 곤약프로틴볼(곤약분말(중국산), 완두단백(프랑스산), 수산화칼슘), 혼합제제(로커스트콩검, 잔탄검, 포도당, 한천, 타마린드검), 구연산, 오렌지향, 자일리톨(감미료), 오렌지농축액, β-시클로덱스트린, 구연산나트륨, 스테비올배당체(감미료), 리치향, 수크랄로스(감미료), 흰강낭콩추출물분말, 알로에베라겔동결건조분말"
녹차에서 온 유산균,퍼즐우드,"올리고당혼합분말(비타민D3혼합제제(비타민D3, 덱스트린, 에틸셀룰로스, D-토코페롤, 중쇄중성지방유), 산화아연, 프락토올리고당), 프로바이오틱스(Lactiplantibacillus plantarum APsulloc331261, Bifidobacterium animalis ssp.lactis,Lacticaseibacillus rhamnosus, Bifidobacterium breve, Bifidobacterium bifidum, Lactobacillus gasseri), 자일리톨혼합분말(자일리톨, 에리스리톨, 유당혼합분말(유당(미국산), 덱스트린), 무수구연산, 청포도향혼합제제(덱스트린, 합성향료(청포도향), 아라비아검), 요거트혼합분말), 식물성크림혼합분말(말토덱스트린, 식물성크림(야자경화유(외국산))), 제삼인산칼슘, 청포도향혼합제제(덱스트린, 합성향료(청포도향), 아라비아검) ,대두, 우유 함유"
메타그린 슬림업,퍼즐우드,"녹차추출물분말(인도산), 판토텐산칼슘, 비타민C, 치커리뿌리추출물(벨기에산), 프탈산히드록시프로필메틸셀룰로오스, 스테아린산마그네슘, 제삼인산칼슘, 글리세린초산지방산에스테르, 구아검"
프로바이오틱스 골드,퍼즐우드,"프로바이오틱스(Lactiplantibacillus plantarum APsulloc331261, Lacticaseibacillus rhamnosus, Lactococcus lactis, Lacticaseibacillus casei, Bifidobacterium breve, Bi dobacterium longum, Bi dobacterium animalis ssp. lactis, Lactobacillus helveticus, Bifidobacterium bi dum, Lactobacillus acidophilus), 자일리톨혼합분말(자일리톨, 에리스리톨, 무수구연산, 요거트혼합분말(요구르트향(이탈리아산), 요거트분말(이탈리아산)), 합성향료(딸기향)), 요거트분말(요구르트향(이탈리아산), 요거트분말(이탈리아산)), 코코넛분말(말레이시아산), 효소처리스테비아, 제삼인산칼슘, 스테아린산마그네슘, 합성향료(딸기향), 프락토올리고당, 무수구연산, 차나무잎식이섬유, 녹차유산균발효농축분말(말토덱스트린, Lactiplantibacillus plantarum APsulloc331261 발효액(사균체), 옥수수전분) 대두, 우유 함유"
프로바이오틱스&이뮨,퍼즐우드,"VB6종복합코팅유산균(L.rhamnosus, L.plantarum APsulloc331261, B.breve, B.longum, B.bifidum, B.animalis ssp. lactis), 다니스코VB7종혼합유산 균(말토덱스트린, L.paracasei Lpc-37, L.plantarum Lp 115, B.animalis ssp.lactis HN019, L.acidophilus La14, B.animalis ssp. lactis BI-04, L.rhamnosus GG, L.rhamnosus HN001), 비타민D3혼합제제(비타민D3, 말토덱스 트린, 에틸셀룰로스, d-토코페롤, 중쇄중성지방), 산화아연, 자일리톨(감미료), 에리스리톨(감미료), 요구르트분말(요구르트향(이탈리아산), 요거트분말(이탈리아산)), 말토덱스트린, 코코넛분말(말레이시아산), 구연산(무수), 갈락토올리고당, 딸기향분말, 제삼인산 칼슘, 스테아린산마그네슘, 효소처리스테비아(감미료), 요거트향혼합분말, 프락토올리고당, 이눌린/치 커리추출물(벨기에산), 녹차유산균 발효농축분말(말토덱스트린, L.plantarumAPsulloc331261발효액(사균체), 옥수수전분) 대두, 우유 함유"
BEST 플로라 글로우 로즈 리퀴드 마스크 80ml,마몽드,"정제수, 부틸렌글라이콜, 글루코노락톤, 글리세린, 다이프로필렌글라이콜, 프로판다이올, 트로메타민, 판테놀, 1,2-헥산다이올, 피피지-13-데실테트라데세스-24, 폴리솔베이트80, 에틸헥실글리세린, 소듐메타포스페이트, 덱스트린, 카카오추출물, 다마스크장미꽃추출물(120 ppm), 소듐하이알루로네이트, 하이알루로닉애씨드, 하이드롤라이즈드식물성단백질(100 ppm), 프로필렌글라이콜, 토코페롤, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트"
프로바이오틱스 세라마이드 앰플 마스크팩 23ml,마몽드,"정제수, 다이프로필렌글라이콜, 글리세린, 1,2-헥산다이올, 프로판다이올, 부틸렌글라이콜, 세테아릴올리베이트, 솔비탄올리베이트, 카보머, 트로메타민, 덱스트린, 락토바실러스발효물(600 ppm), 에틸헥실글리세린, 아데노신, 하이드록시에틸셀룰로오스, 향료, 잔탄검, 다이소듐이디티에이, 소듐하이알루로네이트, 라피노오스, 무궁화나무껍질추출물(30 ppm), 카프릴릭/카프릭트라이글리세라이드, 락토바실러스발효용해물(10 ppm), 수크로오스, 하이드로제네이티드레시틴, 하이드롤라이즈드콜라겐, 피토스테릴/옥틸도데실라우로일글루타메이트, 병풀꽃/잎/줄기추출물, 토코페롤, 세라마이드엔피(0.5 ppm), 로즈힙열매추출물, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 인돌아세틱애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 포타슘하이알루로네이트"
BEST 어메이징 딥 민트 클렌징밤 90ml,마몽드,"세틸에틸헥사노에이트, 아이소프로필팔미테이트, 피이지-20글리세릴트라이아이소스테아레 이트, 카프릴릭/카프릭트라이글리세라이드, 트라이에틸헥사노인, 피이지-8아이소스테아레이트, 해바 라기씨오일, 합성왁스, C9-12알케인, 정제수, 향료, 코코-카프릴레이트/카프레이트, 살리실릭애씨드, 시트릭애씨드, 글루코노락톤, 리모넨, 프로판다이올, 헥실신남알, 에탄올, 리날룰, 1,2-헥산다이올, 클로 로필린-카퍼컴플렉스, 약모밀추출물, 비니거(10ppm), 고추추출물, 병풀꽃/잎/줄기추출물, 에틸헥실 글리세린, 베타-카로틴, 다이소듐이디티에이, 토코페롤"
프로바이오틱스 세라마이드 2종 세트,마몽드,"[스킨 소프너] 정제수, 글리세린, 다이프로필렌글라이콜, 프로판다이올, 1,2-헥산다이올, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 하이드로 제네이티드레시틴, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 덱스트린, 폴리쿼터늄-51, 트로메타민, 락토바실러스발효물, 에틸헥실 글리세린, 향료, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 다이소듐이디티에이, 아데노신, 소듐하이알루로네이트, 세라마이드엔피 (111.2 ppm), 라피노오스, 소듐스테아로일글루타메이트, 무궁화나무껍질추출물, 하이드록시프로필비스라우라마이드엠이에이(10 ppm), 하이드록 시프로필비스팔미타마이드엠이에이(10 ppm), 락토바실러스발효용해물(10 ppm), 동백나무씨오일, 녹차씨추출물, 검정콩오일, 토코페롤, 피토스 핑고신, 카놀라오일, 로즈마리잎추출물 / [에멀전] 정제수, 부틸렌글라이콜, 글리세린, 펜타에리스리틸테트라에틸헥사노에이트, 하이드로제네이티드폴리아이소부텐, 펜타에리스리틸테트 라아이소스테아레이트, 하이드로제네이티드폴리(C6-14올레핀), 비스-하이드록시에톡시프로필다이메티콘, 글리세릴스테아레이트시트레이트, 메틸트라이메티콘, 1,2-헥산다이올, 글리세릴스테아레이트, 세테아릴알코올, 하이드로제네이티드식물성오일, 피씨에이다이메티콘, 스테아릭애 씨드, 글리세릴폴리메타크릴레이트, 팔미틱애씨드, 카보머, 트로메타민, 잔탄검, 글리세릴카프릴레이트, 덱스트린, 향료, 락토바실러스발효물, 다이소듐이디티에이, 에틸헥실글리세린, 아데노신, 라피노오스, 세라마이드엔피(21.2 ppm), 무궁화나무껍질추출물, 하이드록시프로필비스라우라 마이드엠이에이(10 ppm), 하이드록시프로필비스팔미타마이드엠이에이(10 ppm), 락토바실러스발효용해물(10 ppm), 토코페롤, 동백나무씨오일, 녹차씨추출물, 검정콩오일, 피토스핑고신, 하이드로제네이티드레시틴, 카놀라오일, 로즈마리잎추출물"
에이지 컨트롤 카멜리아 앰플 마스크팩 23ml,마몽드,"정제수, 다이프로필렌글라이콜, 글리세린, 1,2-헥산다이올, 부틸렌글라이콜, 프로판다이올, 세테아릴올리베이트, 솔비탄올리베이트, 카보머, 트로메타민, 베타인, 에틸헥실글리세린, 아데노신(400ppm), 하이드록시에틸셀룰로오스, 잔탄검, 소듐하이알루로네이트, 다이소듐이디티에이, 향료, 글리세릴카프릴레이트, 동백나무꽃추출물(98ppm), 하이드롤라이즈드식물성단백질, 글루타티온(10ppm), 동백나무씨오일(10ppm), 콩폴리펩타이드, 카퍼트라이펩타이드-1, 토코페롤"
에이지 컨트롤 카멜리아 크림 50ml,마몽드,"정제수, 부틸렌글라이콜, 글리세린, 세틸에틸헥사노에이트, 하이드로제네이티드폴리아이소부텐, 1,2-헥산다이올, 세테아릴알코올, 메틸트라이메티콘, C14-22알코올, 시어버터, 스테아릭애씨드, 글리세릴폴리메타크릴레이트, 글리세릴스테아레이트, 팔미틱애씨드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 암모늄아크릴로일다이메틸타우레이트/베헤네스-25메타크라일레이트크로스폴리머, 아라키딜알코올, C12-20알킬글루코사이드, 동백나무씨오일(2000ppm), 소듐스테아로일글루타메이트, 향료, 스쿠알란, 베헤닐알코올, 글리세릴카프릴레이트, 아라키딜글루코사이드, 베타인, 카르노신(700ppm), 에틸헥실글리세린, 다이소듐이디티에이, 아데노신, 솔비탄아이소스테아레이트, 폴리솔베이트60, 하이드롤라이즈드식물성단백질, 엑토인, 동백나무꽃추출물(98ppm), 잔탄검, 덱스트린, 카카오추출물, 글루코오스, 글루타티온(10ppm), 콩폴리펩타이드, 카퍼트라이펩타이드-1, 토코페롤"
어메이징 딥 민트 클렌징 티슈 70매,마몽드,"정제수, 변성알코올, 부틸렌글라이콜, 1,2-헥산다이올, 피이지-6카프릴릭/카프릭글리세라이즈, 카프릴릴/카프릴글루코사이드, 피이지-8, 폴리솔베이트80, 향료, 에틸헥실글리세린, 피이지-60하이드로제네이티드캐스터오일, 소듐메타포스페이트, 글루코노락톤, 프로판다이올, 리모넨, 비니거(10ppm), 다이소듐이디티에이, 토코페롤"
프로바이오틱스 세라마이드 에멀젼 150ml,마몽드,"정제수, 부틸렌글라이콜, 글리세린, 펜타에리스리틸테트라에틸헥사노에이트, 하이드로제네이티드폴리아이소부텐, 펜타에리스리틸테트라아이소스테아레이트, 하이드로제네이티드폴리(C6-14올레핀), 비스-하이드록시에톡시프로필다이메티콘, 글리세릴스테아레이트시트레이트, 메틸트라이메티콘, 1,2-헥산다이올, 글리세릴스테아레이트, 세테아릴알코올, 하이드로제네이티드식물성오일, 피씨에이다이메티콘, 스테아릭애씨드, 글리세릴폴리메타크릴레이트, 팔미틱애씨드, 카보머, 트로메타민, 잔탄검, 글리세릴카프릴레이트, 덱스트린, 향료, 락토바실러스발효물, 다이소듐이디티에이, 에틸헥실글리세린, 아데노신, 라피노오스, 세라마이드엔피(21.2 ppm), 무궁화나무껍질추출물, 하이드록시프로필비스라우라마이드엠이에이(10 ppm), 하이드록시프로필비스팔미타마이드엠이에이(10 ppm), 락토바실러스발효용해물(10 ppm), 토코페롤, 동백나무씨오일, 녹차씨추출물, 검정콩오일, 피토스핑고신, 하이드로제네이티드레시틴, 카놀라오일, 로즈마리잎추출물"
프로바이오틱스 세라마이드 인텐스 크림 60ml,마몽드,"정제수, 부틸렌글라이콜, 글리세린, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 세틸에틸헥사노에이트, 스쿠알란, 비스-하이드록시에톡시프로필다이메티콘, 베헤닐알코올, 하이드록시프로필비스팔미타마이드엠이에이(16,000 ppm), C14-22알코올, 하이드록시프로필비스라우라마이드엠이에이(14,000 ppm), 스테아릭애씨드, 1,2-헥산다이올, 아라키딜알코올, 팔미틱애씨드, 콜레스테롤, C12-20알킬글루코사이드, 아라키딜글루코사이드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 트로메타민, 향료, 글리세릴카프릴레이트, 덱스트린, 락토바실러스발효물, 에틸헥실글리세린, 아데노신, 다이소듐이디티에이, 솔비탄아이소스테아레이트, 라피노오스, 만니톨, 글루코오스, 미리스틱애씨드, 아라키딕애씨드, 세라마이드엔피(21.2 ppm), 무궁화나무껍질추출물, 락토바실러스발효용해물(10 ppm), 토코페롤, 동백나무씨오일, 녹차씨추출물, 검정콩오일, 프로판다이올, 피토스핑고신, 하이드로제네이티드레시틴, 아세틸테트라펩타이드-11, 병풀꽃/잎/줄기추출물, 카놀라오일, 로즈마리잎추출물"
플로라 글로우 로즈 워터 토너 500ml 500ml,마몽드,"다마스크장미꽃수(90%), 부틸렌글라이콜, 프로판다이올, 1,2-헥산다이올, 피피지-13-데실테트라데세스-24, 에틸헥실글리세린, 정제수, 카보머, 소듐메타포스페이트, 트로메타민, 알란토인, 향료, 하이드롤라이즈드식물성단백질, 토코페롤, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트"
BEST 카밍 샷 아줄렌 흔적 수분 앰플 50ml,마몽드,"정제수, 글리세린, 나이아신아마이드(40,000ppm), 프로판다이올, 1,2-헥산다이올, 베타인, 실리카, 피피지-13-데실테트라데세스-24, 마트리카리아꽃수, 카프릴릭/카프릭트라이글리세라이드, 카보머, 아가, 트로메타민, 에틸헥실글리세린, 소듐메타포스페이트, 멘톡시프로판다이올, 부틸렌글라이콜, 구아이아줄렌(100ppm), 향료, 토코페롤"
4.8,마몽드,"정제수, 부틸렌글라이콜, 다이카프릴릴카보네이트, 글리세린, 메틸트라이메티콘, 나이아신아마이드, 1,2-헥산다이올, 하이드로제네이티드폴리(C6-14올레핀), 세테아릴알코올, 에탄올, 피씨에이다이메티콘, 글리세릴스테아레이트, 팔미틱애씨드, 스테아릭애씨드, 향료, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 카페인, 에틸헥실글리세린, 글리세릴카프릴레이트, 하이드로제네이티드레시틴, 하이드록시프로필스타치포스페이트, 소듐메타포스페이트, 아데노신, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 리모넨, 토코페롤, 리날룰, 솔비탄아이소스테아레이트, 폴리솔베이트60, 하이드록시시트로넬알, 알파-아이소메틸아이오논, 시트랄, 서양민들레뿌리줄기/뿌리추출물, 미리스틱애씨드, 라우릭애씨드, 녹차추출물"
세라마이드 아미노 폼 120g,마몽드,"정제수, 글리세린, 포타슘코코일글리시네이트, 소듐라우로일글루타메이트, 글리세릴스테아레이트, 시트릭애씨드, 라우릴하이드록시설테인, 글라이콜다이스테아레이트, 소듐코코일글라이시네이트, 코코-글루코사이드, 폴리글리세릴-10라우레이트, 하이드록시프로필스타치포스페이트, 폴리쿼터늄-10, 글리세릴카프릴레이트, 테트라소듐이디티에이, 에틸헥실글리세린, 알지닌(100ppm), 아스파틱애씨드(100ppm), 글루타믹애씨드(100ppm), 피토스테롤, 세라마이드엔피(100ppm), 토코페롤"
맨 리차징 로션 150ml,마몽드,"정제수, 부틸렌글라이콜, 글리세린, 펜타에리스리틸테트라에틸헥사노에이트, 하이드로제네이티드폴리(C6-14올레핀), 다이메티콘, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 1,2-헥산다이올, 세테아릴알코올, 메틸트라이메티콘, 에탄올, 글리세릴스테아레이트, 피이지-100스테아레이트, 피이지-40스테아레이트, 실리카, 나이아신아마이드, 카보머, 향료, 다이메티콘/비닐다이메티콘크로스폴리머, 트로메타민, 카페인, 글리세릴카프릴레이트, 멘톡시프로판다이올, 소듐메타포스페이트, 에틸헥실글리세린, 리모넨, 리날룰, 토코페롤, 하이드록시시트로넬알, 알파-아이소메틸아이오논, 시트랄, 서양민들레뿌리줄기/뿌리추출물, 녹차추출물"
카밍 샷 아줄렌 앰플 마스크팩 23ml,마몽드,"정제수, 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 마트리카리아꽃수, 카보머, 나이아신아마이드, 트로메타민, 폴리글리세릴-10라우레이트, 에틸헥실글리세린, 하이드록시에틸셀룰로오스, 잔탄검, 카프릴릭/카프릭트라이글리세라이드, 향료, 알란토인, 다이소듐이디티에이, 소듐하이알루로네이트, 하이드로제네이티드레시틴,폴리글리세릴-10올리에이트, 구아이아줄렌(10ppm), 베타-글루칸, 토코페롤, 마트리카리아꽃추출물, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트,포타슘하이알루로네이트"
프로바이오틱스 세라마이드 스킨소프너 200ml,마몽드,"정제수, 글리세린, 다이프로필렌글라이콜, 프로판다이올, 1,2-헥산다이올, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드레시틴, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 덱스트린, 폴리쿼터늄-51, 트로메타민, 락토바실러스발효물, 에틸헥실글리세린, 향료, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 다이소듐이디티에이, 아데노신, 소듐하이알루로네이트, 세라마이드엔피(111.2 ppm), 라피노오스, 소듐스테아로일글루타메이트, 무궁화나무껍질추출물, 하이드록시프로필비스라우라마이드엠이에이(10 ppm), 하이드록시프로필비스팔미타마이드엠이에이(10 ppm), 락토바실러스발효용해물(10 ppm), 동백나무씨오일, 녹차씨추출물, 검정콩오일, 토코페롤, 피토스핑고신, 카놀라오일, 로즈마리잎추출물"
플로라 글로우 로즈 앰플 마스크팩 23ml,마몽드,"정제수, 부틸렌글라이콜, 글리세린, 나이아신아마이드, 1,2-헥산다이올, 카보머, 트로메타민, 폴리글리세릴-10라우레이트, 에틸헥실글리세린, 소듐하이알루로네이트, 글리세릴카프릴레이트, 하이드록시에틸셀룰로오스, 잔탄검, 향료, 다이소듐이디티에이, 판테놀, 하이드롤라이즈드식물성단백질(7.5 ppm), 프로방스장미꽃추출물(5 ppm), 베타-글루칸, 병풀꽃/잎/줄기추출물, 토코페롤, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 포타슘하이알루로네이트"
맨 리차징 토너 180ml,마몽드,"정제수, 변성알코올, 부틸렌글라이콜, 1,2-헥산다이올, 피이지-60하이드로제네이티드캐스터오일, 에탄올, 베타인, 향료, 카페인, 에틸헥실글리세린, 리모넨, 소듐메타포스페이트, 리날룰, 하이드록시시트로넬알, 알파-아이소메틸아이오논, 시트랄, 토코페롤, 서양민들레뿌리줄기/뿌리추출물, 녹차추출물"
에이지 컨트롤 카멜리아 에멀젼 125ml,마몽드,"정제수, 부틸렌글라이콜, 세틸에틸헥사노에이트, 글리세린, 메틸트라이메티콘, 하이드로제네이티드폴리(C6-14올레핀), C14-22알코올, 1,2-헥산다이올, 폴리글리세릴-3다이스테아레이트, 글리세릴스테아레이트, 세테아릴알코올, 하이드로제네이티드식물성오일, C12-20알킬글루코사이드, 팔미틱애씨드, 동백나무씨오일(2000ppm), 스테아릭애씨드, 카보머, 향료, 트로메타민, 글리세릴카프릴레이트, 베타인, 카르노신(700ppm), 에틸헥실글리세린, 소듐메타포스페이트, 아데노신, 글리세릴스테아레이트시트레이트, 엑토인, 동백나무꽃추출물(98ppm), 덱스트린, 카카오추출물, 하이드롤라이즈드식물성단백질, 레시틴, 잔탄검, 아마씨추출물, 글루타티온(10ppm), 콩폴리펩타이드, 토코페롤, 카퍼트라이펩타이드-1, 연꽃추출물, 다이소듐이디티에이, 매실추출물, 시트릭애씨드, 락틱애씨드"
에이지 컨트롤 카멜리아 세럼 50ml,마몽드,"정제수, 부틸렌글라이콜, 글리세린, 변성알코올, 1,2-헥산다이올, 솔비톨, 베타인, 카프릴릭/카프릭트라이글리세라이드, 메틸글루세스-20, 다이메티콘, 나이아신아마이드, 프로판다이올, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 말티톨, 글리세릴폴리메타크릴레이트, 에탄올, 하이드로제네이티드레시틴, 동백나무씨오일(2000ppm), 하이드로제네이티드포스파티딜콜린, 잔탄검, 향료, 콜레스테롤, 글리세릴카프릴레이트, 카르노신(700ppm), 에틸헥실글리세린, 아데노신, 베타-글루칸, 하이드롤라이즈드식물성단백질, 석류추출물, 엑토인, 동백나무꽃추출물(98ppm), 소듐메틸스테아로일타우레이트, 폴록사머235, 글루타티온(10ppm), 콩폴리펩타이드, 에피갈로카테킨갈레이트, 에톡시다이글라이콜, 토코페솔란, 폴록사머338, 카퍼트라이펩타이드-1, 토코페롤, 석류나무꽃추출물, 카프릴릴글라이콜, 다이소듐이디티에이"
어메이징 딥 민트 클렌징밤 180ml,마몽드,"세틸에틸헥사노에이트, 아이소프로필팔미테이트, 피이지-20글리세릴트라이아이소스테아레 이트, 카프릴릭/카프릭트라이글리세라이드, 트라이에틸헥사노인, 피이지-8아이소스테아레이트, 해바 라기씨오일, 합성왁스, C9-12알케인, 정제수, 향료, 코코-카프릴레이트/카프레이트, 살리실릭애씨드, 시트릭애씨드, 글루코노락톤, 리모넨, 프로판다이올, 헥실신남알, 에탄올, 리날룰, 1,2-헥산다이올, 클로 로필린-카퍼컴플렉스, 약모밀추출물, 비니거(10ppm), 고추추출물, 병풀꽃/잎/줄기추출물, 에틸헥실 글리세린, 베타-카로틴, 다이소듐이디티에이, 토코페롤"
맨 리차징 2종 세트,마몽드,"*맨 리차징 토너 : 정제수, 변성알코올, 부틸렌글라이콜, 1,2-헥산다이올, 피이지-60하이드로제네이티드캐스터오일, 에탄올, 베타인, 향료, 카페인, 에틸헥실글리세린, 리모넨, 소듐메타포스페이트, 리날룰, 하이드록시시트로넬알, 알파-아이소메틸아이오논, 시트랄, 토코페롤, 서양민들레뿌리줄기/뿌리추출물, 녹차추출물 *맨 리차징 로션 : 정제수, 부틸렌글라이콜, 글리세린, 펜타에리스리틸테트라에틸헥사노에이트, 하이드로제네이티드폴리(C6-14올레핀), 다이메티콘, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 1,2-헥산다이올, 세테아릴알코올, 메틸트라이메티콘, 에탄올, 글리세릴스테아레이트, 피이지-100스테아레이트, 피이지-40스테아레이트, 실리카, 나이아신아마이드, 카보머, 향료, 다이메티콘/비닐다이메티콘크로스폴리머, 트로메타민, 카페인, 글리세릴카프릴레이트, 멘톡시프로판다이올, 소듐메타포스페이트, 에틸헥실글리세린, 리모넨, 리날룰, 토코페롤, 하이드록시시트로넬알, 알파-아이소메틸아이오논, 시트랄, 서양민들레뿌리줄기/뿌리추출물, 녹차추출물"
카밍 샷 아줄렌 크림 60ml,마몽드,"정제수, 프로판다이올, 글리세린, 페닐트라이메티콘, 나이아신아마이드(20,000ppm), 스테아릴다이메티콘, 1,2-헥산다이올, 메틸트라이메티콘, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 피씨에이다이메티콘, 글리세릴폴리메타크릴레이트, 폴리메틸실세스퀴옥세인, 하이드로제네이티드폴리(C6-14올레핀), 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 마트리카리아꽃수, 트로메타민, 글리세릴카프릴레이트, 에틸헥실글리세린, 소듐메타포스페이트, 솔비탄아이소스테아레이트, 부틸렌글라이콜, 소듐하이알루로네이트, 하이알루로닉애씨드, 향료, 구아이아줄렌(100ppm), 베타-글루칸, 토코페롤, 프로필렌글라이콜, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트"
어메이징 딥 민트 클렌징폼 120ml,마몽드,"정제수, 포타슘라우레이트, 라우릴하이드록시설테인, 포타슘미리스테이트, 살리실릭애씨드, 향료, 부틸렌글라이콜, 워터민트추출물(50ppm)"
에이지 컨트롤 카멜리아 에센스 워터 150ml,마몽드,"정제수, 글리세린, 부틸렌글라이콜, 1,2-헥산다이올, 베타인, 트레할로오스, 글리세릴폴리메타크릴레이트, 피피지-13-데실테트라데세스-24, 프로판다이올, 에틸헥실글리세린, 셀룰로오스검, 카르노신(700ppm), 향료, 아데노신, 다이소듐이디티에이, 엑토인, 동백나무꽃추출물(98ppm), 베타-글루칸, 하이드롤라이즈드식물성단백질, 덱스트린, 카카오추출물, 잔탄검, 동백나무씨오일(10ppm), 글루타티온(10ppm), 콩폴리펩타이드, 토코페롤, 카퍼트라이펩타이드-1"
플로라 글로우 로즈 워터 토너 300ml,마몽드,"다마스크장미꽃수(90%), 부틸렌글라이콜, 프로판다이올, 1,2-헥산다이올, 피피지-13-데실테트라데세스-24, 에틸헥실글리세린, 정제수, 카보머, 소듐메타포스페이트, 트로메타민, 알란토인, 향료, 하이드롤라이즈드식물성단백질, 토코페롤, 소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 소듐아세틸레이티드하이알루로네이트"
카밍 샷 아줄렌 선크림 SPF50+PA++++ 35ml,마몽드,"정제수, 다이부틸아디페이트, 글리세린, 프로판다이올, 비스-에칠헥실옥시페놀메톡시페닐트리아진, 에칠헥실살리실레이트, 드로메트리졸트리실록산, 테레프탈릴리덴디캠퍼설포닉애씨드, 호모살레이트, 베헤닐알코올, 폴리실리콘-15, 1,2-헥산다이올, 트로메타민, 글리세릴스테아레이트에스이, 폴리아크릴레이트크로스폴리머-6, 소듐폴리아크릴로일다이메틸타우레이트, 페닐트라이메티콘, 포타슘세틸포스페이트, 카프릴릴메티콘, 나이아신아마이드, 카프릴릴글라이콜, 에틸헥실글리세린, 향료, 구아이아줄렌(100ppm), 에탄올, 마트리카리아꽃추출물, 소듐하이알루로네이트, 하이알루로닉애씨드, 토코페롤, 프로필렌글라이콜, 하이드롤라이즈드하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트"
