ingredient_id,ingredient_name
669,땅콩오일
670,띠뿌리추출물
671,라벤더꽃수
672,라벤더꽃추출물
673,라벤더오일
674,라우레스-2
675,라우레스-23
676,라우레스-3
677,라우레스-4
678,라우레스-6카복실릭애씨드
679,라우레스-7
680,라우로일라이신
681,라우릭 애씨드
682,라우릭애씨드
683,라우릴 하이드록시설테인
684,라우릴글루코사이드
685,라우릴글루코사이드*
686,라우릴메칠글루세스-10하이드록시프로필디모늄클로라이드
687,라우릴메틸글루세스-10하이드록시프로필다이모늄클로라이드
688,라우릴베타인
689,라우릴폴리글리세릴-3폴리다이메틸실록시에틸다이메티콘
690,라우릴피이지-10트리스(트라이메틸실록시) 실릴에틸다이메티콘
691,라우릴피이지-10트리스(트라이메틸실록시)실릴에틸다이메티콘
692,라우릴피이지-8다이메티콘
693,라우릴피이지-9폴리다이메틸실록시에틸다이메티콘
694,라우릴피이지/피피지-18/18메티콘
695,라우릴하이드록시설테인
696,라우릴황산나트륨
697,라이신
698,라이신에이치씨엘
699,라임오일
700,라임전초오일
701,라즈베리씨오일
702,라즈베리잎추출물
703,라즈베리추출물
704,라즈베리향(프로필렌글리콜
705,라피노오스
706,락토바실러 스발효용해물
707,락토바실러스 발효물
708,락토바실러스/부레옥잠발효물
709,락토바실러스/콩발효추출물
710,락토바실러스/콩추출물발효여과물
711,락토바실러스발효물
712,락토바실러스발효물(600 ppm)
713,락토바실러스발효용해물
714,락토바실러스발효용해물(1 PPM)
715,락토바실러스발효용해물(10 ppm)
716,락토바실러스발효용해물(1ppm)
717,락토바실러스발효용해물(36
718,락토바실러스발효용해물(56.88%)
719,락토바이오닉애씨드
720,락토바이탈 PDRN
721,락토오스
722,락토코쿠스발효물
723,락토코쿠스발효용해물
724,락티톨 29%
725,락틱애씨드
726,락틱애씨드 / [크림] 정제수
727,락틱애씨드/글라 이클릭애씨드코폴리머
728,락틱애씨드/글라이콜릭애씨드코폴리머
729,레드초크베리추출물
730,레몬과즙분말(레몬과즙
731,레몬과즙분말(레몬과즙(이탈리아산))
732,레몬껍질오일
733,레몬농축분말
734,레몬농축분말(레몬농축액: 이탈리아산)
735,레몬농축액(이스라엘산)
736,레몬라임향
737,레몬밤잎추출물
738,레몬오일
739,레몬추출물
740,레몬향혼합제제(덱스트린
741,레스베라트롤
742,레스베라트롤 [탄력크림] 정제수
743,레시 틴
744,레시틴
745,레시틴*
746,레조시놀
747,레티 놀(100IU/g)
748,레티놀
749,레티놀(0.1%)
750,레티놀(1
751,레티놀(1ppm)
752,레티놀(200IU/g)
753,레티놀(30ppm）
754,레티놀(33IU/g)
755,레티놀(5 ppm)
756,레티놀(500IU/G)
757,레티놀(500IU/g)
758,레틴알 [리프팅 액티베이터] 정제수
759,레틴알(50ppm)
760,로부르참나무목부추출
761,로부르참나무목부추출물
762,로얄젤리추출물
763,로우스위트블루베리추출물
764,로즈 마리잎추출물
765,로즈마리잎오일
766,로즈마리잎추출물
767,로즈마리잎추출물 / / [루트젠 남성 맞춤 탈모증상전문케어 샴푸] 정제수
768,로즈마리잎추출물 / 2제:정제수
769,로즈마리잎추출물 / [레드이치 고보습 워시] 글리세린
770,로즈마리잎추출물 / [루트젠 여성 탈모전문케어 트리트먼트] 정제수
771,로즈마리잎추출물 / [루트젠 탈모증상전문케어 두피에센스] 정제수
772,로즈마리잎추출물 / [에멀전] 정제수
773,로즈마리잎추출물 2제(산화제): 정제수
774,로즈마리잎추출물 [워시] 정제수
775,로즈마리잎추출물 [크림] 정제수
776,로즈힙꽃오일
777,로즈힙열매오일
778,로즈힙열매추출물
779,류신
780,리 날룰
781,리날룰
782,리놀레닉애씨드
783,리놀레익애씨드
784,리놀레익애씨드(0.00001 ppm)
785,리모넨
786,리보플라빈
787,리보플라빈(0.00001 ppm)
788,리치향
789,리튬마그네슘소듐실리케이트
790,리파아제
791,리포좀 레티놀+비타민C(비타민C
792,리포좀 시카 B5(판토텐산)(밀크세라마이드(버터유분말(독일산))
793,립마스크 : 폴리부텐
794,마그네슘/포타슘/실리콘/플루오라이드/하이드록사이드/옥사이드
795,마그네슘글루코네이트
796,마그네슘미리스테이트
797,마그네슘설페이트
798,마그네슘스테아레이트
799,마그네슘아스코빌포스페이트(0.1 ppm)
800,마그네슘아스코빌포스페이트(1
801,마그네슘아스코빌포스페이트(10 ppm)
802,마그네슘아스코빌포스페이트(98.85ppm)
803,마그네슘알루미늄실리케이트
804,마그네슘클로라이드
805,마그네슘포타슘플루오로실리케이트
806,마데카소사이드
807,마데카소사이드(0.01%)
808,마데카소사이드(10ppm)
809,마데카식애씨드
810,마데카식애씨드(30 ppb)
811,마돈나백합꽃추출물
812,마돈나백합비늘줄기추출물
813,마로니에씨추출물
814,마룰라씨오일
815,마리골드꽃추출물(마리골드꽃추출물
816,마리골드꽃추출물(인도산)
817,마스킹향(프로필렌글리콜
818,마시멜로뿌리추출물
819,마이카
820,마이크로크리스탈린셀룰로오스
821,마이크로크리스탈린왁스
822,마치현추출물
823,마카다미아씨오일
824,마카다미아씨오일폴리글리세릴-6에스터스베헤네이트
825,마테잎추출물
826,마트리카리아꽃수
827,마트리카리아꽃오일
828,마트리카리아꽃추출물
829,만난
830,만노오스
831,만니톨
832,만다린껍질추출물
833,말라카이트추출물
834,말레이시아산
835,말레익애씨드
